flight_id,airline,flight_type,planned_departure,real_departure,planned_arrival,real_arrival,origin_airport,origin_city,origin_state,origin_country,destination_airport,destination_city,destination_state,destination_country,price
JA002944,JETSMART,National,2023-12-23T18:05:00Z,2023-12-23T18:05:00Z,2023-12-23T20:05:00Z,2023-12-23T20:05:00Z,Malargue,Malargue,M,Argentina,Rio Grande,Rio Grande,V,Argentina,03289546+
JA002945,JETSMART,National,2023-12-30T23:50:00Z,2023-12-30T23:50:00Z,2023-12-31T01:50:00Z,2023-12-31T01:50:00Z,Ezeiza,Buenos Aires,B,Argentina,San Luis,San Luis,D,Argentina,03493726+
JA002946,JETSMART,National,2023-12-20T09:45:00Z,2023-12-20T09:45:00Z,2023-12-20T11:45:00Z,2023-12-20T11:45:00Z,Rio Hondo,Termas de Rio Hondo,G,Argentina,San Rafael,San Rafael,M,Argentina,02682146+
JA002947,JETSMART,National,2023-12-26T23:10:00Z,2023-12-26T23:10:00Z,2023-12-27T01:10:00Z,2023-12-27T01:10:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03836559+
JA002948,JETSMART,National,2024-01-03T19:45:00Z,2024-01-03T19:45:00Z,2024-01-03T21:45:00Z,2024-01-03T21:45:00Z,Rio Hondo,Termas de Rio Hondo,G,Argentina,Salta,Salta,A,Argentina,02625965+
JA002949,JETSMART,National,2023-12-26T20:05:00Z,2023-12-26T20:05:00Z,2023-12-26T22:05:00Z,2023-12-26T22:05:00Z,Esquel,Esquel,U,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,02689327+
JA002950,JETSMART,National,2023-12-22T01:20:00Z,2023-12-22T01:20:00Z,2023-12-22T03:20:00Z,2023-12-22T03:20:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Malargue,Malargue,M,Argentina,03690782+
JA002951,JETSMART,National,2023-12-15T00:15:00Z,2023-12-15T00:15:00Z,2023-12-15T02:15:00Z,2023-12-15T02:15:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Cordoba,Cordoba,X,Argentina,02837624+
JA002952,JETSMART,National,2023-12-05T11:40:00Z,2023-12-05T11:40:00Z,2023-12-05T13:40:00Z,2023-12-05T13:40:00Z,Reconquista,Reconquista,S,Argentina,Esquel,Esquel,U,Argentina,02629923+
JA002953,JETSMART,National,2023-12-06T20:00:00Z,2023-12-06T20:00:00Z,2023-12-06T22:00:00Z,2023-12-06T22:00:00Z,Posadas,Posadas,N,Argentina,La Rioja,La Rioja,F,Argentina,02888958+
JA002954,JETSMART,National,2023-12-31T13:10:00Z,2023-12-31T13:10:00Z,2023-12-31T15:10:00Z,2023-12-31T15:10:00Z,Posadas,Posadas,N,Argentina,El Palomar,Buenos Aires,B,Argentina,04054865+
JA002955,JETSMART,National,2023-12-15T14:00:00Z,2023-12-15T14:00:00Z,2023-12-15T16:00:00Z,2023-12-15T16:00:00Z,Cordoba,Cordoba,X,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,03746928+
JA002956,JETSMART,National,2023-12-25T20:50:00Z,2023-12-25T20:50:00Z,2023-12-25T22:50:00Z,2023-12-25T22:50:00Z,Ezeiza,Buenos Aires,B,Argentina,Resistencia,Resistencia,H,Argentina,04133839+
JA002957,JETSMART,National,2023-12-07T23:05:00Z,2023-12-07T23:05:00Z,2023-12-08T01:05:00Z,2023-12-08T01:05:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,00351368+
JA002958,JETSMART,National,2023-12-08T12:55:00Z,2023-12-08T12:55:00Z,2023-12-08T14:55:00Z,2023-12-08T14:55:00Z,El Palomar,Buenos Aires,B,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,04113163+
JA002959,JETSMART,National,2023-12-27T07:40:00Z,2023-12-27T07:40:00Z,2023-12-27T09:40:00Z,2023-12-27T09:40:00Z,Malargue,Malargue,M,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,03338177+
JA002960,JETSMART,National,2023-12-11T23:40:00Z,2023-12-11T23:40:00Z,2023-12-12T01:40:00Z,2023-12-12T01:40:00Z,San Luis,San Luis,D,Argentina,Santa Rosa,Santa Rosa,L,Argentina,03736531+
JA002961,JETSMART,National,2023-12-05T11:15:00Z,2023-12-05T11:15:00Z,2023-12-05T13:15:00Z,2023-12-05T13:15:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,03325557+
JA002962,JETSMART,National,2023-12-31T06:50:00Z,2023-12-31T06:50:00Z,2023-12-31T08:50:00Z,2023-12-31T08:50:00Z,Reconquista,Reconquista,S,Argentina,Salta,Salta,A,Argentina,02772505+
JA002963,JETSMART,National,2023-12-09T06:45:00Z,2023-12-09T06:45:00Z,2023-12-09T08:45:00Z,2023-12-09T08:45:00Z,Santa Rosa,Santa Rosa,L,Argentina,Reconquista,Reconquista,S,Argentina,03323508+
JA002964,JETSMART,National,2023-12-15T18:20:00Z,2023-12-15T18:20:00Z,2023-12-15T20:20:00Z,2023-12-15T20:20:00Z,Resistencia,Resistencia,H,Argentina,Santa Rosa,Santa Rosa,L,Argentina,04063836+
JA002965,JETSMART,National,2023-12-08T01:05:00Z,2023-12-08T01:05:00Z,2023-12-08T03:05:00Z,2023-12-08T03:05:00Z,Salta,Salta,A,Argentina,San Juan,San Juan,J,Argentina,03962206+
JA002966,JETSMART,National,2023-12-12T16:15:00Z,2023-12-12T16:15:00Z,2023-12-12T18:15:00Z,2023-12-12T18:15:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,03359763+
JA002967,JETSMART,National,2024-01-04T06:25:00Z,2024-01-04T06:25:00Z,2024-01-04T08:25:00Z,2024-01-04T08:25:00Z,Cordoba,Cordoba,X,Argentina,Esquel,Esquel,U,Argentina,02989424+
JA002968,JETSMART,National,2024-01-01T01:40:00Z,2024-01-01T01:40:00Z,2024-01-01T03:40:00Z,2024-01-01T03:40:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03067789+
JA002969,JETSMART,National,2023-12-28T11:40:00Z,2023-12-28T11:40:00Z,2023-12-28T13:40:00Z,2023-12-28T13:40:00Z,Viedma,Viedma,R,Argentina,Esquel,Esquel,U,Argentina,03689164+
JA002970,JETSMART,National,2023-12-31T02:15:00Z,2023-12-31T02:15:00Z,2023-12-31T04:15:00Z,2023-12-31T04:15:00Z,Parana,Parana,E,Argentina,Resistencia,Resistencia,H,Argentina,03323772+
JA002971,JETSMART,National,2023-12-25T23:45:00Z,2023-12-25T23:45:00Z,2023-12-26T01:45:00Z,2023-12-26T01:45:00Z,La Rioja,La Rioja,F,Argentina,Ezeiza,Buenos Aires,B,Argentina,03002731+
JA002972,JETSMART,National,2023-12-30T14:55:00Z,2023-12-30T14:55:00Z,2023-12-30T16:55:00Z,2023-12-30T16:55:00Z,Formosa,Formosa,P,Argentina,San Rafael,San Rafael,M,Argentina,02743568+
JA002973,JETSMART,National,2024-01-02T03:35:00Z,2024-01-02T03:35:00Z,2024-01-02T05:35:00Z,2024-01-02T05:35:00Z,San Rafael,San Rafael,M,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,03190795+
JA002974,JETSMART,National,2023-12-09T01:20:00Z,2023-12-09T01:20:00Z,2023-12-09T03:20:00Z,2023-12-09T03:20:00Z,Reconquista,Reconquista,S,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,03298337+
JA002975,JETSMART,National,2023-12-27T07:10:00Z,2023-12-27T07:10:00Z,2023-12-27T09:10:00Z,2023-12-27T09:10:00Z,Iguazu,Puerto Iguazu,N,Argentina,Ezeiza,Buenos Aires,B,Argentina,03845587+
JA002976,JETSMART,National,2024-01-01T04:30:00Z,2024-01-01T04:30:00Z,2024-01-01T06:30:00Z,2024-01-01T06:30:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,Jujuy,San Salvador de Jujuy,Y,Argentina,00372407+
JA002977,JETSMART,National,2023-12-30T03:45:00Z,2023-12-30T03:45:00Z,2023-12-30T05:45:00Z,2023-12-30T05:45:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Formosa,Formosa,P,Argentina,02645022+
JA002978,JETSMART,National,2023-12-20T03:10:00Z,2023-12-20T03:10:00Z,2023-12-20T05:10:00Z,2023-12-20T05:10:00Z,San Juan,San Juan,J,Argentina,Santa Rosa,Santa Rosa,L,Argentina,00259236+
JA002979,JETSMART,National,2023-12-22T23:15:00Z,2023-12-22T23:15:00Z,2023-12-23T01:15:00Z,2023-12-23T01:15:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03427919+
JA002980,JETSMART,National,2023-12-30T13:40:00Z,2023-12-30T13:40:00Z,2023-12-30T15:40:00Z,2023-12-30T15:40:00Z,Mar del Plata,Mar del Plata,B,Argentina,General Pico,General Pico,L,Argentina,02651978+
JA002981,JETSMART,National,2023-12-26T17:50:00Z,2023-12-26T17:50:00Z,2023-12-26T19:50:00Z,2023-12-26T19:50:00Z,Ezeiza,Buenos Aires,B,Argentina,Resistencia,Resistencia,H,Argentina,04266868+
JA002982,JETSMART,National,2023-12-15T19:15:00Z,2023-12-15T19:15:00Z,2023-12-15T21:15:00Z,2023-12-15T21:15:00Z,Santiago del Estero,Santiago del Estero,G,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,03947887+
JA002983,JETSMART,National,2023-12-07T01:35:00Z,2023-12-07T01:35:00Z,2023-12-07T03:35:00Z,2023-12-07T03:35:00Z,San Juan,San Juan,J,Argentina,Rio Grande,Rio Grande,V,Argentina,03861029+
JA002984,JETSMART,National,2023-12-28T01:10:00Z,2023-12-28T01:10:00Z,2023-12-28T03:10:00Z,2023-12-28T03:10:00Z,Parana,Parana,E,Argentina,Ezeiza,Buenos Aires,B,Argentina,03984286+
JA002985,JETSMART,National,2023-12-09T03:25:00Z,2023-12-09T03:25:00Z,2023-12-09T05:25:00Z,2023-12-09T05:25:00Z,Santiago del Estero,Santiago del Estero,G,Argentina,Rio Grande,Rio Grande,V,Argentina,02925797+
JA002986,JETSMART,National,2023-12-25T06:30:00Z,2023-12-25T06:30:00Z,2023-12-25T08:30:00Z,2023-12-25T08:30:00Z,Ezeiza,Buenos Aires,B,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,02558332+
JA002987,JETSMART,National,2023-12-29T04:20:00Z,2023-12-29T04:20:00Z,2023-12-29T06:20:00Z,2023-12-29T06:20:00Z,Iguazu,Puerto Iguazu,N,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,04215709+
JA002988,JETSMART,National,2024-01-04T08:30:00Z,2024-01-04T08:30:00Z,2024-01-04T10:30:00Z,2024-01-04T10:30:00Z,Reconquista,Reconquista,S,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,04043429+
JA002989,JETSMART,National,2023-12-14T07:35:00Z,2023-12-14T07:35:00Z,2023-12-14T09:35:00Z,2023-12-14T09:35:00Z,Santa Rosa,Santa Rosa,L,Argentina,El Palomar,Buenos Aires,B,Argentina,02768043+
JA002990,JETSMART,National,2024-01-02T05:50:00Z,2024-01-02T05:50:00Z,2024-01-02T07:50:00Z,2024-01-02T07:50:00Z,Mendoza,Mendoza,M,Argentina,Santa Rosa,Santa Rosa,L,Argentina,03250376+
JA002991,JETSMART,National,2024-01-01T00:25:00Z,2024-01-01T00:25:00Z,2024-01-01T02:25:00Z,2024-01-01T02:25:00Z,Ezeiza,Buenos Aires,B,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,00443356+
JA002992,JETSMART,National,2023-12-06T15:50:00Z,2023-12-06T15:50:00Z,2023-12-06T17:50:00Z,2023-12-06T17:50:00Z,Ezeiza,Buenos Aires,B,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,04040511+
JA002993,JETSMART,National,2023-12-04T20:00:00Z,2023-12-04T20:00:00Z,2023-12-04T22:00:00Z,2023-12-04T22:00:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Iguazu,Puerto Iguazu,N,Argentina,04427389+
JA002994,JETSMART,National,2023-12-12T03:00:00Z,2023-12-12T03:00:00Z,2023-12-12T05:00:00Z,2023-12-12T05:00:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,Ezeiza,Buenos Aires,B,Argentina,03651358+
JA002995,JETSMART,National,2024-01-01T23:30:00Z,2024-01-01T23:30:00Z,2024-01-02T01:30:00Z,2024-01-02T01:30:00Z,Viedma,Viedma,R,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,03449471+
JA002996,JETSMART,National,2023-12-05T20:20:00Z,2023-12-05T20:20:00Z,2023-12-05T22:20:00Z,2023-12-05T22:20:00Z,San Fernando,San Fernando,B,Argentina,San Juan,San Juan,J,Argentina,02944656+
JA002997,JETSMART,National,2023-12-06T19:45:00Z,2023-12-06T19:45:00Z,2023-12-06T21:45:00Z,2023-12-06T21:45:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,La Rioja,La Rioja,F,Argentina,02624074+
JA002998,JETSMART,National,2023-12-30T19:20:00Z,2023-12-30T19:20:00Z,2023-12-30T21:20:00Z,2023-12-30T21:20:00Z,San Luis,San Luis,D,Argentina,Resistencia,Resistencia,H,Argentina,02535146+
JA002999,JETSMART,National,2023-12-09T05:25:00Z,2023-12-09T05:25:00Z,2023-12-09T07:25:00Z,2023-12-09T07:25:00Z,Villa Mercedes,Villa Mercedes,D,Argentina,La Rioja,La Rioja,F,Argentina,03105152+
JA003000,JETSMART,National,2023-12-26T14:25:00Z,2023-12-26T14:25:00Z,2023-12-26T16:25:00Z,2023-12-26T16:25:00Z,Parana,Parana,E,Argentina,San Juan,San Juan,J,Argentina,03755715+
JA003001,JETSMART,National,2023-12-15T19:15:00Z,2023-12-15T19:15:00Z,2023-12-15T21:15:00Z,2023-12-15T21:15:00Z,Esquel,Esquel,U,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,03598534+
JA003002,JETSMART,National,2023-12-10T19:40:00Z,2023-12-10T19:40:00Z,2023-12-10T21:40:00Z,2023-12-10T21:40:00Z,Salta,Salta,A,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03881364+
JA003003,JETSMART,National,2023-12-06T07:35:00Z,2023-12-06T07:35:00Z,2023-12-06T09:35:00Z,2023-12-06T09:35:00Z,Parana,Parana,E,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,04327152+
JA003004,JETSMART,National,2023-12-12T22:15:00Z,2023-12-12T22:15:00Z,2023-12-13T00:15:00Z,2023-12-13T00:15:00Z,Bariloche,San Carlos de Bariloche,R,Argentina,La Rioja,La Rioja,F,Argentina,02761552+
JA003005,JETSMART,National,2023-12-09T14:40:00Z,2023-12-09T14:40:00Z,2023-12-09T16:40:00Z,2023-12-09T16:40:00Z,Cordoba,Cordoba,X,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,03205627+
JA003006,JETSMART,National,2023-12-19T08:00:00Z,2023-12-19T08:00:00Z,2023-12-19T10:00:00Z,2023-12-19T10:00:00Z,Rio Cuarto,Rio Cuarto,X,Argentina,General Pico,General Pico,L,Argentina,04220693+
JA003007,JETSMART,National,2023-12-29T14:25:00Z,2023-12-29T14:25:00Z,2023-12-29T16:25:00Z,2023-12-29T16:25:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Malargue,Malargue,M,Argentina,03196956+
JA003008,JETSMART,National,2023-12-23T08:45:00Z,2023-12-23T08:45:00Z,2023-12-23T10:45:00Z,2023-12-23T10:45:00Z,Tucuman,San Miguel de Tucuman,T,Argentina,General Pico,General Pico,L,Argentina,03753993+
JA003009,JETSMART,National,2024-01-04T02:30:00Z,2024-01-04T02:30:00Z,2024-01-04T04:30:00Z,2024-01-04T04:30:00Z,San Rafael,San Rafael,M,Argentina,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,02749882+
JA003010,JETSMART,National,2023-12-29T09:50:00Z,2023-12-29T09:50:00Z,2023-12-29T11:50:00Z,2023-12-29T11:50:00Z,Rio Cuarto,Rio Cuarto,X,Argentina,Tucuman,San Miguel de Tucuman,T,Argentina,03854152+
JA003011,JETSMART,National,2023-12-31T16:55:00Z,2023-12-31T16:55:00Z,2023-12-31T18:55:00Z,2023-12-31T18:55:00Z,Malargue,Malargue,M,Argentina,Bariloche,San Carlos de Bariloche,R,Argentina,03463757+
JA003012,JETSMART,National,2023-12-14T16:55:00Z,2023-12-14T16:55:00Z,2023-12-14T18:55:00Z,2023-12-14T18:55:00Z,Posadas,Posadas,N,Argentina,Resistencia,Resistencia,H,Argentina,03296204+
JA003013,JETSMART,National,2023-12-15T16:45:00Z,2023-12-15T16:45:00Z,2023-12-15T18:45:00Z,2023-12-15T18:45:00Z,Rio Gallegos,Rio Gallegos,Z,Argentina,Mar del Plata,Mar del Plata,B,Argentina,02950373+
JA003014,JETSMART,National,2023-12-24T21:20:00Z,2023-12-24T21:20:00Z,2023-12-24T23:20:00Z,2023-12-24T23:20:00Z,Resistencia,Resistencia,H,Argentina,San Rafael,San Rafael,M,Argentina,02648745+
JA003015,JETSMART,National,2023-12-20T00:20:00Z,2023-12-20T00:20:00Z,2023-12-20T02:20:00Z,2023-12-20T02:20:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,03698569+
JA003016,JETSMART,National,2023-12-06T02:45:00Z,2023-12-06T02:45:00Z,2023-12-06T04:45:00Z,2023-12-06T04:45:00Z,Rio Grande,Rio Grande,V,Argentina,San Juan,San Juan,J,Argentina,03833757+
JA003017,JETSMART,National,2023-12-05T09:10:00Z,2023-12-05T09:10:00Z,2023-12-05T11:10:00Z,2023-12-05T11:10:00Z,Malargue,Malargue,M,Argentina,General Pico,General Pico,L,Argentina,04066132+
JA003018,JETSMART,National,2023-12-14T04:15:00Z,2023-12-14T04:15:00Z,2023-12-14T06:15:00Z,2023-12-14T06:15:00Z,Santiago del Estero,Santiago del Estero,G,Argentina,Villa Mercedes,Villa Mercedes,D,Argentina,03109273+
JA003019,JETSMART,National,2023-12-24T02:00:00Z,2023-12-24T02:00:00Z,2023-12-24T04:00:00Z,2023-12-24T04:00:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,02551774+
JA003020,JETSMART,National,2023-12-13T09:30:00Z,2023-12-13T09:30:00Z,2023-12-13T11:30:00Z,2023-12-13T11:30:00Z,La Rioja,La Rioja,F,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,04258726+
JA003021,JETSMART,National,2023-12-06T22:20:00Z,2023-12-06T22:20:00Z,2023-12-07T00:20:00Z,2023-12-07T00:20:00Z,Parana,Parana,E,Argentina,Rio Grande,Rio Grande,V,Argentina,04168224+
JA003022,JETSMART,National,2023-12-13T16:25:00Z,2023-12-13T16:25:00Z,2023-12-13T18:25:00Z,2023-12-13T18:25:00Z,El Palomar,Buenos Aires,B,Argentina,San Fernando,San Fernando,B,Argentina,03854941+
JA003023,JETSMART,National,2023-12-14T20:55:00Z,2023-12-14T20:55:00Z,2023-12-14T22:55:00Z,2023-12-14T22:55:00Z,Esquel,Esquel,U,Argentina,Malargue,Malargue,M,Argentina,03890024+
JA003024,JETSMART,National,2023-12-15T23:55:00Z,2023-12-15T23:55:00Z,2023-12-16T01:55:00Z,2023-12-16T01:55:00Z,Malargue,Malargue,M,Argentina,San Luis,San Luis,D,Argentina,04140595+
JA003025,JETSMART,National,2023-12-20T00:35:00Z,2023-12-20T00:35:00Z,2023-12-20T02:35:00Z,2023-12-20T02:35:00Z,Comodoro Rivadavia,Comodoro Rivadavia,U,Argentina,Salta,Salta,A,Argentina,04286856+
JA003026,JETSMART,National,2023-12-18T21:15:00Z,2023-12-18T21:15:00Z,2023-12-18T23:15:00Z,2023-12-18T23:15:00Z,Rio Grande,Rio Grande,V,Argentina,Rio Cuarto,Rio Cuarto,X,Argentina,03005096+
JA003027,JETSMART,National,2024-01-01T19:35:00Z,2024-01-01T19:35:00Z,2024-01-01T21:35:00Z,2024-01-01T21:35:00Z,Cordoba,Cordoba,X,Argentina,El Palomar,Buenos Aires,B,Argentina,03275726+
JA003028,JETSMART,National,2024-01-03T03:00:00Z,2024-01-03T03:00:00Z,2024-01-03T05:00:00Z,2024-01-03T05:00:00Z,Esquel,Esquel,U,Argentina,San Rafael,San Rafael,M,Argentina,03268351+
JA003029,JETSMART,National,2023-12-21T09:40:00Z,2023-12-21T09:40:00Z,2023-12-21T11:40:00Z,2023-12-21T11:40:00Z,Salta,Salta,A,Argentina,Santiago del Estero,Santiago del Estero,G,Argentina,03060574+
JA003030,JETSMART,National,2023-12-25T08:00:00Z,2023-12-25T08:00:00Z,2023-12-25T10:00:00Z,2023-12-25T10:00:00Z,La Rioja,La Rioja,F,Argentina,Reconquista,Reconquista,S,Argentina,03250039+
JA003031,JETSMART,National,2023-12-23T02:50:00Z,2023-12-23T02:50:00Z,2023-12-23T04:50:00Z,2023-12-23T04:50:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,Salta,Salta,A,Argentina,04341869+
JA003032,JETSMART,National,2024-01-02T04:10:00Z,2024-01-02T04:10:00Z,2024-01-02T06:10:00Z,2024-01-02T06:10:00Z,Ezeiza,Buenos Aires,B,Argentina,Aeroparque,Ciudad de Buenos Aires,C,Argentina,03360804+
JA003033,JETSMART,National,2023-12-09T18:30:00Z,2023-12-09T18:30:00Z,2023-12-09T20:30:00Z,2023-12-09T20:30:00Z,Mendoza,Mendoza,M,Argentina,Malargue,Malargue,M,Argentina,00434564+
JA003034,JETSMART,National,2023-12-07T15:55:00Z,2023-12-07T15:55:00Z,2023-12-07T17:55:00Z,2023-12-07T17:55:00Z,Puerto Madryn,Puerto Madryn,U,Argentina,San Juan,San Juan,J,Argentina,00269830+
JA003035,JETSMART,National,2023-12-28T18:15:00Z,2023-12-28T18:15:00Z,2023-12-28T20:15:00Z,2023-12-28T20:15:00Z,Jujuy,San Salvador de Jujuy,Y,Argentina,Rio Hondo,Termas de Rio Hondo,G,Argentina,02792133+
JA003036,JETSMART,National,2023-12-06T23:35:00Z,2023-12-06T23:35:00Z,2023-12-07T01:35:00Z,2023-12-07T01:35:00Z,Rio Grande,Rio Grande,V,Argentina,Esquel,Esquel,U,Argentina,00348998+
JA003037,JETSMART,National,2023-12-13T12:35:00Z,2023-12-13T12:35:00Z,2023-12-13T14:35:00Z,2023-12-13T14:35:00Z,Rio Hondo,Termas de Rio Hondo,G,Argentina,Ezeiza,Buenos Aires,B,Argentina,02908486+
JA003038,JETSMART,National,2023-12-18T02:55:00Z,2023-12-18T02:55:00Z,2023-12-18T04:55:00Z,2023-12-18T04:55:00Z,Malargue,Malargue,M,Argentina,Mar del Plata,Mar del Plata,B,Argentina,03530672+
JA003039,JETSMART,National,2023-12-27T21:10:00Z,2023-12-27T21:10:00Z,2023-12-27T23:10:00Z,2023-12-27T23:10:00Z,San Juan,San Juan,J,Argentina,Malargue,Malargue,M,Argentina,04272272+
JA003040,JETSMART,National,2023-12-23T02:55:00Z,2023-12-23T02:55:00Z,2023-12-23T04:55:00Z,2023-12-23T04:55:00Z,Santa Rosa,Santa Rosa,L,Argentina,Esquel,Esquel,U,Argentina,03853197+
JA003041,JETSMART,National,2023-12-22T05:35:00Z,2023-12-22T05:35:00Z,2023-12-22T07:35:00Z,2023-12-22T07:35:00Z,Salta,Salta,A,Argentina,Malargue,Malargue,M,Argentina,04371843+
JA003042,JETSMART,National,2023-12-30T22:25:00Z,2023-12-30T22:25:00Z,2023-12-31T00:25:00Z,2023-12-31T00:25:00Z,San Fernando,San Fernando,B,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,04228974+
JA003043,JETSMART,National,2023-12-05T01:40:00Z,2023-12-05T01:40:00Z,2023-12-05T03:40:00Z,2023-12-05T03:40:00Z,Salta,Salta,A,Argentina,Posadas,Posadas,N,Argentina,04035178+
JA003044,JETSMART,National,2023-12-04T14:55:00Z,2023-12-04T14:55:00Z,2023-12-04T16:55:00Z,2023-12-04T16:55:00Z,Viedma,Viedma,R,Argentina,Rio Grande,Rio Grande,V,Argentina,03443629+
JA003045,JETSMART,National,2023-12-09T04:00:00Z,2023-12-09T04:00:00Z,2023-12-09T06:00:00Z,2023-12-09T06:00:00Z,Esquel,Esquel,U,Argentina,Viedma,Viedma,R,Argentina,03910155+
JA003046,JETSMART,National,2024-01-02T06:45:00Z,2024-01-02T06:45:00Z,2024-01-02T08:45:00Z,2024-01-02T08:45:00Z,San Luis,San Luis,D,Argentina,Rio Gallegos,Rio Gallegos,Z,Argentina,03393829+
JA003047,JETSMART,National,2023-12-22T03:35:00Z,2023-12-22T03:35:00Z,2023-12-22T05:35:00Z,2023-12-22T05:35:00Z,La Rioja,La Rioja,F,Argentina,Puerto Madryn,Puerto Madryn,U,Argentina,00351032+
JA003048,JETSMART,National,2023-12-27T08:00:00Z,2023-12-27T08:00:00Z,2023-12-27T10:00:00Z,2023-12-27T10:00:00Z,San Rafael,San Rafael,M,Argentina,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,00326571+
JA003049,JETSMART,National,2023-12-12T20:35:00Z,2023-12-12T20:35:00Z,2023-12-12T22:35:00Z,2023-12-12T22:35:00Z,Catamarca,San Fernando del Valle de Catamarca,K,Argentina,Salta,Salta,A,Argentina,02647096+
JA003050,JETSMART,National,2023-12-29T06:15:00Z,2023-12-29T06:15:00Z,2023-12-29T08:15:00Z,2023-12-29T08:15:00Z,Parana,Parana,E,Argentina,Salta,Salta,A,Argentina,03885109+
JA003051,JETSMART,National,2024-01-02T08:05:00Z,2024-01-02T08:05:00Z,2024-01-02T10:05:00Z,2024-01-02T10:05:00Z,Mar del Plata,Mar del Plata,B,Argentina,Rio Grande,Rio Grande,V,Argentina,02502639+
JA003052,JETSMART,National,2023-12-06T06:25:00Z,2023-12-06T06:25:00Z,2023-12-06T08:25:00Z,2023-12-06T08:25:00Z,San Juan,San Juan,J,Argentina,Malargue,Malargue,M,Argentina,03737374+
JA003053,JETSMART,National,2023-12-12T23:55:00Z,2023-12-12T23:55:00Z,2023-12-13T01:55:00Z,2023-12-13T01:55:00Z,San Juan,San Juan,J,Argentina,Posadas,Posadas,N,Argentina,03039657+
JA003054,JETSMART,National,2023-12-19T13:05:00Z,2023-12-19T13:05:00Z,2023-12-19T15:05:00Z,2023-12-19T15:05:00Z,Aeroparque,Ciudad de Buenos Aires,C,Argentina,San Juan,San Juan,J,Argentina,04068235+
JA003055,JETSMART,National,2023-12-18T05:20:00Z,2023-12-18T05:20:00Z,2023-12-18T07:20:00Z,2023-12-18T07:20:00Z,Iguazu,Puerto Iguazu,N,Argentina,Malargue,Malargue,M,Argentina,03080779+
JA003056,JETSMART,National,2023-12-30T18:10:00Z,2023-12-30T18:10:00Z,2023-12-30T20:10:00Z,2023-12-30T20:10:00Z,Rio Grande,Rio Grande,V,Argentina,Resistencia,Resistencia,H,Argentina,03202752+
JA003057,JETSMART,National,2023-12-04T22:25:00Z,2023-12-04T22:25:00Z,2023-12-05T00:25:00Z,2023-12-05T00:25:00Z,Santiago del Estero,Santiago del Estero,G,Argentina,San Rafael,San Rafael,M,Argentina,00344714+
JA003058,JETSMART,National,2023-12-21T14:30:00Z,2023-12-21T14:30:00Z,2023-12-21T16:30:00Z,2023-12-21T16:30:00Z,Parana,Parana,E,Argentina,Salta,Salta,A,Argentina,03713711+
